drugbank_id	target_id	target_name	target_organism	swissprot_id	gene_name	cellular_location
DB07954	BE0001287	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	Human	Q08499	PDE4D	Cytoplasm. Membrane (By similarity). Cytoplasm; cytoskeleton (By similarity). Centrosome (By similar
DB07954	BE0003134	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	Human	O76083	PDE9A	Cytoplasmic
DB07954	BE0003717	High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A	Human	O60658	PDE8A	Cytoplasmic
DB07954	BE0002085	cGMP-dependent 3',5'-cyclic phosphodiesterase	Human	O00408	PDE2A	Membrane; peripheral membrane protein (Potential)
DB07954	BE0003556	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma	Human	P18545	PDE6G	Cytoplasmic
DB07955	BE0003758	Chymotrypsin-like elastase family member 1	Human	Q9UNI1	CELA1	Secreted
DB07956	BE0003758	Chymotrypsin-like elastase family member 1	Human	Q9UNI1	CELA1	Secreted
DB07957	BE0003758	Chymotrypsin-like elastase family member 1	Human	Q9UNI1	CELA1	Secreted
DB07958	BE0003768	Group IIE secretory phospholipase A2	Human	Q9NZK7	PLA2G2E	Secreted
DB07959	BE0003382	Serine/threonine-protein kinase Chk1	Human	O14757	CHEK1	Nucleus. Cytoplasm
DB07960	BE0003200	Sialidase-2	Human	Q9Y3R4	NEU2	Cytoplasm (By similarity)
DB07961	BE0002050	Gag-Pol polyprotein	HIV-1	P03366	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB07964	BE0003754	Disintegrin and metalloproteinase domain-containing protein 17	Human	P78536	ADAM17	Membrane
DB07965	BE0003417	Cathepsin K	Human	P43235	CTSK	Lysosome
DB07966	BE0000838	Proto-oncogene tyrosine-protein kinase Src	Human	P12931	SRC	
DB07967	BE0003417	Cathepsin K	Human	P43235	CTSK	Lysosome
DB07968	BE0000007	Glycogen phosphorylase, liver form	Human	P06737	PYGL	
DB07969	BE0000915	Hepatocyte growth factor receptor	Human	P08581	MET	Membrane; single-pass type I membrane protein
DB07970	BE0004140	Ephrin type-A receptor 7	Human	Q15375	EPHA7	Membrane
DB07971	BE0004059	Cytochrome P450 130	Mycobacterium tuberculosis	Q11062	cyp130	
DB07972	BE0004059	Cytochrome P450 130	Mycobacterium tuberculosis	Q11062	cyp130	
DB07973	BE0000216	Coagulation factor X	Human	P00742	F10	Cytoplasmic
DB07974	BE0000216	Coagulation factor X	Human	P00742	F10	Cytoplasmic
DB07975	BE0000382	Dihydroorotate dehydrogenase (quinone), mitochondrial	Human	Q02127	DHODH	Mitochondrion; mitochondrial inner membrane
DB07976	BE0000382	Dihydroorotate dehydrogenase (quinone), mitochondrial	Human	Q02127	DHODH	Mitochondrion; mitochondrial inner membrane
DB07977	BE0000382	Dihydroorotate dehydrogenase (quinone), mitochondrial	Human	Q02127	DHODH	Mitochondrion; mitochondrial inner membrane
DB07978	BE0000382	Dihydroorotate dehydrogenase (quinone), mitochondrial	Human	Q02127	DHODH	Mitochondrion; mitochondrial inner membrane
DB07979	BE0004141	D-amino-acid oxidase	Human	P14920	DAO	Peroxisome
DB07980	BE0003963	CHRNA7-FAM7A fusion protein	Human	Q494W8	CHRFAM7A	Membrane
DB07981	BE0000017	Prostaglandin G/H synthase 1	Human	P23219	PTGS1	Microsome; microsomal membrane; peripheral membrane protein
DB07982	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB07983	BE0000017	Prostaglandin G/H synthase 1	Human	P23219	PTGS1	Microsome; microsomal membrane; peripheral membrane protein
DB07984	BE0000017	Prostaglandin G/H synthase 1	Human	P23219	PTGS1	Microsome; microsomal membrane; peripheral membrane protein
DB07985	BE0001739	Trypsin-1	Human	P07477	PRSS1	Secreted protein; extracellular space
DB07986	BE0001116	Stromelysin-1	Human	P08254	MMP3	Cytoplasmic
DB07987	BE0001116	Stromelysin-1	Human	P08254	MMP3	Cytoplasmic
DB07988	BE0001116	Stromelysin-1	Human	P08254	MMP3	Cytoplasmic
DB07989	BE0003783	Thermolysin	Bacillus thermoproteolyticus	P00800	npr	Secreted
DB07990	BE0003764	Lipase	Burkholderia cepacia	P22088	lipA	
DB07991	BE0000123	Estrogen receptor	Human	P03372	ESR1	Nucleus
DB07993	BE0000988	Beta-secretase 1	Human	P56817	BACE1	Membrane; single-pass type I membrane protein
DB07994	BE0000988	Beta-secretase 1	Human	P56817	BACE1	Membrane; single-pass type I membrane protein
DB07995	BE0003761	cAMP-dependent protein kinase catalytic subunit alpha	Human	P17612	PRKACA	Cytoplasm (By similarity). Nucleus (By similarity)
DB07995	BE0003762	cAMP-dependent protein kinase inhibitor alpha	Human	P61925	PKIA	
DB07995	BE0003794	Serine/threonine-protein kinase haspin	Human	Q8TF76	GSG2	Nucleus
DB07996	BE0003761	cAMP-dependent protein kinase catalytic subunit alpha	Human	P17612	PRKACA	Cytoplasm (By similarity). Nucleus (By similarity)
DB07996	BE0003762	cAMP-dependent protein kinase inhibitor alpha	Human	P61925	PKIA	
DB07997	BE0003761	cAMP-dependent protein kinase catalytic subunit alpha	Human	P17612	PRKACA	Cytoplasm (By similarity). Nucleus (By similarity)
DB07997	BE0003762	cAMP-dependent protein kinase inhibitor alpha	Human	P61925	PKIA	
DB07999	BE0000747	Aldose reductase	Human	P15121	AKR1B1	Cytoplasm
DB08000	BE0000747	Aldose reductase	Human	P15121	AKR1B1	Cytoplasm
DB08001	BE0000623	Tyrosine-protein phosphatase non-receptor type 1	Human	P18031	PTPN1	Endoplasmic reticulum; endoplasmic reticulum membrane; peripheral membrane protein; cytoplasmic side
DB08003	BE0000623	Tyrosine-protein phosphatase non-receptor type 1	Human	P18031	PTPN1	Endoplasmic reticulum; endoplasmic reticulum membrane; peripheral membrane protein; cytoplasmic side
DB08004	BE0003794	Serine/threonine-protein kinase haspin	Human	Q8TF76	GSG2	Nucleus
DB08005	BE0001097	Mitogen-activated protein kinase 10	Human	P53779	MAPK10	Cytoplasm
DB08006	BE0000382	Dihydroorotate dehydrogenase (quinone), mitochondrial	Human	Q02127	DHODH	Mitochondrion; mitochondrial inner membrane
DB08007	BE0003758	Chymotrypsin-like elastase family member 1	Human	Q9UNI1	CELA1	Secreted
DB08008	BE0000382	Dihydroorotate dehydrogenase (quinone), mitochondrial	Human	Q02127	DHODH	Mitochondrion; mitochondrial inner membrane
DB08009	BE0004147	Calcium/calmodulin-dependent protein kinase type 1G	Human	Q96NX5	CAMK1G	Cytoplasm (By similarity). Golgi apparatus membrane
DB08010	BE0001097	Mitogen-activated protein kinase 10	Human	P53779	MAPK10	Cytoplasm
DB08011	BE0001097	Mitogen-activated protein kinase 10	Human	P53779	MAPK10	Cytoplasm
DB08012	BE0001612	Genome polyprotein	Poliovirus type 1 (strain Mahoney)	P03300		Cytoplasmic
DB08012	BE0004148	Genome polyprotein	Poliovirus type 3 (strains P3/Leon/37 and P3/Leon 12A[1]B)	P03302		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB08013	BE0004148	Genome polyprotein	Poliovirus type 3 (strains P3/Leon/37 and P3/Leon 12A[1]B)	P03302		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB08013	BE0001612	Genome polyprotein	Poliovirus type 1 (strain Mahoney)	P03300		Cytoplasmic
DB08014	BE0001612	Genome polyprotein	Poliovirus type 1 (strain Mahoney)	P03300		Cytoplasmic
DB08014	BE0004148	Genome polyprotein	Poliovirus type 3 (strains P3/Leon/37 and P3/Leon 12A[1]B)	P03302		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB08015	BE0001097	Mitogen-activated protein kinase 10	Human	P53779	MAPK10	Cytoplasm
DB08016	BE0001270	6,7-dimethyl-8-ribityllumazine synthase	Mycobacterium tuberculosis	P66034	ribH	
DB08017	BE0003372	Genome polyprotein	HRV-14	P03303		Cytoplasmic
DB08017	BE0004018	Genome polyprotein	HRV-1A	P23008		Protein VP1:Virion. Host cytoplasm (Potential)
DB08018	BE0000067	Nitric oxide synthase, brain	Human	P29475	NOS1	Sarcolemma; sarcolemmal membrane; peripheral membrane protein. In skeletal muscle, it is localized b
DB08018	BE0000263	Nitric oxide synthase, endothelial	Human	P29474	NOS3	
DB08019	BE0000067	Nitric oxide synthase, brain	Human	P29475	NOS1	Sarcolemma; sarcolemmal membrane; peripheral membrane protein. In skeletal muscle, it is localized b
DB08019	BE0000263	Nitric oxide synthase, endothelial	Human	P29474	NOS3	
DB08020	BE0000792	Estrogen receptor beta	Human	Q92731	ESR2	Nucleus
DB08020	BE0000123	Estrogen receptor	Human	P03372	ESR1	Nucleus
DB08021	BE0001097	Mitogen-activated protein kinase 10	Human	P53779	MAPK10	Cytoplasm
DB08022	BE0001277	Serine/threonine-protein kinase pim-1	Human	P11309	PIM1	Isoform 2:Cytoplasm. Nucleus. Isoform 1:Cell membrane
DB08023	BE0001097	Mitogen-activated protein kinase 10	Human	P53779	MAPK10	Cytoplasm
DB08024	BE0000854	Dipeptidyl peptidase 4	Human	P27487	DPP4	Cell membrane; single-pass type II membrane protein. Processed form:Secreted protein. Note=Also exis
DB08025	BE0001097	Mitogen-activated protein kinase 10	Human	P53779	MAPK10	Cytoplasm
DB08026	BE0001097	Mitogen-activated protein kinase 10	Human	P53779	MAPK10	Cytoplasm
DB08027	BE0001210	Gag-Pol polyprotein	HIV-1	P12497	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB08028	BE0001182	Neutrophil collagenase	Human	P22894	MMP8	Cytoplasmic granule. Note=Stored in intracellular granules
DB08029	BE0001116	Stromelysin-1	Human	P08254	MMP3	Cytoplasmic
DB08030	BE0001116	Stromelysin-1	Human	P08254	MMP3	Cytoplasmic
DB08031	BE0001478	Genome polyprotein	HCV	P26663		Core protein p21:Endoplasmic reticulum; endoplasmic reticulum membrane; single-pass membrane protein
DB08032	BE0001852	Kinesin-like protein KIF11	Human	P52732	KIF11	
DB08033	BE0001852	Kinesin-like protein KIF11	Human	P52732	KIF11	
DB08034	BE0002050	Gag-Pol polyprotein	HIV-1	P03366	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB08035	BE0000132	Androgen receptor	Human	P10275	AR	Nucleus
DB08036	BE0003800	Putative FAD-monooxygenase	Nocardia aerocolonigenes		rbmD	
DB08037	BE0001852	Kinesin-like protein KIF11	Human	P52732	KIF11	
DB08038	BE0004150	Kallikrein-7	Human	P49862	KLK7	Secreted
DB08039	BE0000418	Calmodulin	Human	P62158	CALM1	
DB08039	BE0004108	Calcium/calmodulin-dependent protein kinase type II subunit delta	Human	Q13557	CAMK2D	
DB08040	BE0001680	Leukotriene A-4 hydrolase	Human	P09960	LTA4H	Cytoplasm
DB08041	BE0003804	Gag-Pol polyprotein	HIV-1	P03367	gag-pol	Integrase:Virion (Potential). Host nucleus (Potential). Host cytoplasm (Potential)
DB08042	BE0000369	Vascular endothelial growth factor receptor 2	Human	P35968	KDR	Membrane; single-pass type I membrane protein
DB08043	BE0000014	Tyrosine-protein kinase ABL1	Human	P00519	ABL1	Cytoplasm
DB08044	BE0000854	Dipeptidyl peptidase 4	Human	P27487	DPP4	Cell membrane; single-pass type II membrane protein. Processed form:Secreted protein. Note=Also exis
DB08045	BE0001898	Heat shock protein HSP 90-beta	Human	P08238	HSP90AB1	Cytoplasm. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to 
DB08046	BE0000322	Carbonic anhydrase 2	Human	P00918	CA2	Cytoplasm
DB08047	BE0000123	Estrogen receptor	Human	P03372	ESR1	Nucleus
DB08047	BE0003740	Nuclear receptor coactivator 2	Human	Q15596	NCOA2	Nucleus
DB08048	BE0000123	Estrogen receptor	Human	P03372	ESR1	Nucleus
DB08048	BE0003740	Nuclear receptor coactivator 2	Human	Q15596	NCOA2	Nucleus
DB08049	BE0002089	Catechol O-methyltransferase	Human	P21964	COMT	Isoform S-COMT:Cytoplasm. Isoform MB-COMT:Cell membrane; single-pass type II membrane protein; extra
DB08050	BE0004152	Indole-3-pyruvate decarboxylase	Azospirillum brasilense	P51852	ipdC	
DB08051	BE0000854	Dipeptidyl peptidase 4	Human	P27487	DPP4	Cell membrane; single-pass type II membrane protein. Processed form:Secreted protein. Note=Also exis
DB08052	BE0000838	Proto-oncogene tyrosine-protein kinase Src	Human	P12931	SRC	
DB08053	BE0000838	Proto-oncogene tyrosine-protein kinase Src	Human	P12931	SRC	
DB08054	BE0000838	Proto-oncogene tyrosine-protein kinase Src	Human	P12931	SRC	
DB08055	BE0000842	Tyrosine-protein kinase Lck	Human	P06239	LCK	Cytoplasm. Cell membrane; lipid-anchor; cytoplasmic side. Present in lipid rafts in an unactive form
DB08056	BE0000842	Tyrosine-protein kinase Lck	Human	P06239	LCK	Cytoplasm. Cell membrane; lipid-anchor; cytoplasmic side. Present in lipid rafts in an unactive form
DB08057	BE0000842	Tyrosine-protein kinase Lck	Human	P06239	LCK	Cytoplasm. Cell membrane; lipid-anchor; cytoplasmic side. Present in lipid rafts in an unactive form
DB08058	BE0004049	Poly [ADP-ribose] polymerase 3	Human	Q9Y6F1	PARP3	Nucleus. Cytoplasm, cytoskeleton, centrosome. Cytoplasm, cytoskeleton, centrosome, centriole
DB08059	BE0001315	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Human	P48736	PIK3CG	
DB08059	BE0003745	Serine/threonine-protein kinase PLK1	Human	P53350	PLK1	Nucleus
DB08059	BE0000955	Phosphatidylinositol 3-kinase regulatory subunit alpha	Human	P27986	PIK3R1	Cytoplasmic
DB08059	BE0002379	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	Human	P42336	PIK3CA	
DB08060	BE0000316	Serine--pyruvate aminotransferase	Human	P21549	AGXT	Peroxisome. Except in some PH1 patients where AGT is found in the mitochondrial matrix
DB08061	BE0000048	Prothrombin	Human	P00734	F2	Secreted protein; extracellular space
DB08062	BE0000048	Prothrombin	Human	P00734	F2	Secreted protein; extracellular space
DB08063	BE0000412	Retinoic acid receptor RXR-alpha	Human	P19793	RXRA	Nucleus
DB08063	BE0003781	Oxysterols receptor LXR-alpha	Human	Q13133	NR1H3	Nucleus (Potential)
DB08064	BE0001019	Mitogen-activated protein kinase 14	Human	Q16539	MAPK14	Cytoplasm. Nucleus (By similarity)
DB08065	BE0000991	Aurora kinase A	Human	O14965	AURKA	Centrosome. Spindle. Note=Localizes on centrosomes in interphase cells and at each spindle pole in m
DB08066	BE0000991	Aurora kinase A	Human	O14965	AURKA	Centrosome. Spindle. Note=Localizes on centrosomes in interphase cells and at each spindle pole in m
DB08066	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08067	BE0002408	Tyrosine-protein kinase JAK2	Human	O60674	JAK2	Intracytoplasmic membrane
DB08068	BE0001019	Mitogen-activated protein kinase 14	Human	Q16539	MAPK14	Cytoplasm. Nucleus (By similarity)
DB08069	BE0003355	Metallo-beta-lactamase L1	Pseudomonas maltophilia	P52700		Periplasm (Potential)
DB08070	BE0003761	cAMP-dependent protein kinase catalytic subunit alpha	Human	P17612	PRKACA	Cytoplasm (By similarity). Nucleus (By similarity)
DB08070	BE0003762	cAMP-dependent protein kinase inhibitor alpha	Human	P61925	PKIA	
DB08071	BE0004153	Probable L-lysine-epsilon aminotransferase	Mycobacterium tuberculosis	P63509	lat	
DB08072	BE0000895	Urokinase-type plasminogen activator	Human	P00749	PLAU	Secreted protein
DB08073	BE0001172	RAC-beta serine/threonine-protein kinase	Human	P31751	AKT2	
DB08073	BE0001065	Glycogen synthase kinase-3 beta	Human	P49841	GSK3B	
DB08073	BE0003761	cAMP-dependent protein kinase catalytic subunit alpha	Human	P17612	PRKACA	Cytoplasm (By similarity). Nucleus (By similarity)
DB08073	BE0003762	cAMP-dependent protein kinase inhibitor alpha	Human	P61925	PKIA	
DB08074	BE0004154	Biotin carboxylase	Escherichia coli (strain K12)	P24182	accC	
DB08075	BE0004154	Biotin carboxylase	Escherichia coli (strain K12)	P24182	accC	
DB08076	BE0004154	Biotin carboxylase	Escherichia coli (strain K12)	P24182	accC	
DB08077	BE0000130	Hemoglobin subunit alpha	Human	P69905	HBA1	
DB08077	BE0000629	Hemoglobin subunit beta	Human	P68871	HBB	
DB08078	BE0001007	Peroxisome proliferator-activated receptor delta	Human	Q03181	PPARD	Nucleus
DB08079	BE0004155	Met proto-oncogene variant	Human			
DB08080	BE0002101	Actin, alpha skeletal muscle	Human	P68133	ACTA1	Cytoplasm
DB08080	BE0004156	MKL/myocardin-like protein 1	Human	Q969V6	MKL1	Nucleus (By similarity)
DB08080	BE0004157	Protein spire homolog 2	Human	Q8WWL2	SPIRE2	Cytoplasm, cytoskeleton (By similarity)
DB08081	BE0004158	Transcriptional activator protein TraR	Agrobacterium tumefaciens	P33905	traR	Cytoplasmic
DB08081	BE0004159	Probable transcriptional activator protein TraR	Rhizobium sp. (strain NGR234)	P55407	traR	Cytoplasmic
DB08081	BE0004160	Probable transcriptional repressor TraM	Rhizobium sp. (strain NGR234)	P55408	traM	
DB08082	BE0002196	Amine oxidase [flavin-containing] B	Human	P27338	MAOB	Mitochondrion
DB08083	BE0000322	Carbonic anhydrase 2	Human	P00918	CA2	Cytoplasm
DB08084	BE0000747	Aldose reductase	Human	P15121	AKR1B1	Cytoplasm
DB08085	BE0000315	Thyroid hormone receptor beta	Human	P10828	THRB	Nucleus
DB08086	BE0001563	Bifunctional P-450/NADPH-P450 reductase	Bacillus megaterium	P14779	CYP102A1	
DB08087	BE0000132	Androgen receptor	Human	P10275	AR	Nucleus
DB08088	BE0000132	Androgen receptor	Human	P10275	AR	Nucleus
DB08089	BE0000132	Androgen receptor	Human	P10275	AR	Nucleus
DB08090	BE0001810	Beta-glucosidase A	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	Q08638	bglA	Cytoplasmic
DB08091	BE0001019	Mitogen-activated protein kinase 14	Human	Q16539	MAPK14	Cytoplasm. Nucleus (By similarity)
DB08092	BE0001019	Mitogen-activated protein kinase 14	Human	Q16539	MAPK14	Cytoplasm. Nucleus (By similarity)
DB08093	BE0001019	Mitogen-activated protein kinase 14	Human	Q16539	MAPK14	Cytoplasm. Nucleus (By similarity)
DB08094	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08095	BE0001019	Mitogen-activated protein kinase 14	Human	Q16539	MAPK14	Cytoplasm. Nucleus (By similarity)
DB08096	BE0001019	Mitogen-activated protein kinase 14	Human	Q16539	MAPK14	Cytoplasm. Nucleus (By similarity)
DB08097	BE0001019	Mitogen-activated protein kinase 14	Human	Q16539	MAPK14	Cytoplasm. Nucleus (By similarity)
DB08098	BE0000747	Aldose reductase	Human	P15121	AKR1B1	Cytoplasm
DB08099	BE0000270	Renin	Human	P00797	REN	Secreted protein. Membrane. Associated to membranes via binding to ATP6AP2
DB08105	BE0001258	UDP-N-acetylmuramoylalanine--D-glutamate ligase	Escherichia coli (strain K12)	P14900	murD	Cytoplasm
DB08106	BE0001258	UDP-N-acetylmuramoylalanine--D-glutamate ligase	Escherichia coli (strain K12)	P14900	murD	Cytoplasm
DB08107	BE0001258	UDP-N-acetylmuramoylalanine--D-glutamate ligase	Escherichia coli (strain K12)	P14900	murD	Cytoplasm
DB08108	BE0001258	UDP-N-acetylmuramoylalanine--D-glutamate ligase	Escherichia coli (strain K12)	P14900	murD	Cytoplasm
DB08109	BE0001430	Beta-lactamase	Enterobacter cloacae	P05364	ampC	Periplasm
DB08110	BE0001430	Beta-lactamase	Enterobacter cloacae	P05364	ampC	Periplasm
DB08111	BE0004155	Met proto-oncogene variant	Human			
DB08112	BE0001258	UDP-N-acetylmuramoylalanine--D-glutamate ligase	Escherichia coli (strain K12)	P14900	murD	Cytoplasm
DB08113	BE0003761	cAMP-dependent protein kinase catalytic subunit alpha	Human	P17612	PRKACA	Cytoplasm (By similarity). Nucleus (By similarity)
DB08113	BE0003762	cAMP-dependent protein kinase inhibitor alpha	Human	P61925	PKIA	
DB08114	BE0003761	cAMP-dependent protein kinase catalytic subunit alpha	Human	P17612	PRKACA	Cytoplasm (By similarity). Nucleus (By similarity)
DB08114	BE0003762	cAMP-dependent protein kinase inhibitor alpha	Human	P61925	PKIA	
DB08115	BE0004120	Gag-Pol polyprotein	HIV-1	P04587	gag-pol	Integrase:Virion (Potential). Host nucleus (Potential). Host cytoplasm (Potential)
DB08116	BE0004185	Beta-lactamase SHV-1	Klebsiella pneumoniae	P0AD64	bla	Cytoplasmic
DB08118	BE0001056	Glucokinase	Human	P35557	GCK	
DB08119	BE0003531	Chymotrypsinogen B	Human	P17538	CTRB1	Secreted, extracellular space
DB08120	BE0001298	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	Azotobacter vinelandii	P10802		
DB08121	BE0000215	Peroxisome proliferator-activated receptor gamma	Human	P37231	PPARG	Nucleus
DB08122	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08123	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08124	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08125	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08126	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08128	BE0000865	Phenylethanolamine N-methyltransferase	Human	P11086	PNMT	
DB08129	BE0000865	Phenylethanolamine N-methyltransferase	Human	P11086	PNMT	
DB08130	BE0000870	Dual specificity mitogen-activated protein kinase kinase 1	Human	Q02750	MAP2K1	
DB08131	BE0001438	Thymidylate synthase	Escherichia coli (strain K12)	P0A884	thyA	Cytoplasm
DB08132	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08133	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08134	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08135	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08136	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08137	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08138	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08139	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08140	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08141	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08142	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08143	BE0000216	Coagulation factor X	Human	P00742	F10	Cytoplasmic
DB08144	BE0004154	Biotin carboxylase	Escherichia coli (strain K12)	P24182	accC	
DB08145	BE0004154	Biotin carboxylase	Escherichia coli (strain K12)	P24182	accC	
DB08146	BE0004154	Biotin carboxylase	Escherichia coli (strain K12)	P24182	accC	
DB08147	BE0000623	Tyrosine-protein phosphatase non-receptor type 1	Human	P18031	PTPN1	Endoplasmic reticulum; endoplasmic reticulum membrane; peripheral membrane protein; cytoplasmic side
DB08148	BE0003761	cAMP-dependent protein kinase catalytic subunit alpha	Human	P17612	PRKACA	Cytoplasm (By similarity). Nucleus (By similarity)
DB08148	BE0003762	cAMP-dependent protein kinase inhibitor alpha	Human	P61925	PKIA	
DB08149	BE0003761	cAMP-dependent protein kinase catalytic subunit alpha	Human	P17612	PRKACA	Cytoplasm (By similarity). Nucleus (By similarity)
DB08149	BE0003762	cAMP-dependent protein kinase inhibitor alpha	Human	P61925	PKIA	
DB08150	BE0003761	cAMP-dependent protein kinase catalytic subunit alpha	Human	P17612	PRKACA	Cytoplasm (By similarity). Nucleus (By similarity)
DB08150	BE0003762	cAMP-dependent protein kinase inhibitor alpha	Human	P61925	PKIA	
DB08151	BE0000916	Glycogen phosphorylase, muscle form	Human	P11217	PYGM	
DB08152	BE0000048	Prothrombin	Human	P00734	F2	Secreted protein; extracellular space
DB08153	BE0001898	Heat shock protein HSP 90-beta	Human	P08238	HSP90AB1	Cytoplasm. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to 
DB08154	BE0001594	Gag-Pol polyprotein	HIV-1	P04585	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB08155	BE0000267	Carbonic anhydrase 1	Human	P00915	CA1	Cytoplasm
DB08155	BE0000322	Carbonic anhydrase 2	Human	P00918	CA2	Cytoplasm
DB08156	BE0000267	Carbonic anhydrase 1	Human	P00915	CA1	Cytoplasm
DB08156	BE0000322	Carbonic anhydrase 2	Human	P00918	CA2	Cytoplasm
DB08157	BE0000267	Carbonic anhydrase 1	Human	P00915	CA1	Cytoplasm
DB08157	BE0000322	Carbonic anhydrase 2	Human	P00918	CA2	Cytoplasm
DB08158	BE0004189	Beta-mannosidase	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482)		BT_0458	Cytoplasmic
DB08159	BE0000971	DNA topoisomerase 1	Human	P11387	TOP1	Cytoplasmic
DB08160	BE0004187	Methionine aminopeptidase	Staphylococcus aureus (strain Mu50 / ATCC 700699)	P0A078	map	Cytoplasmic
DB08161	BE0004190	Class B carbapenemase VIM-2	Pseudomonas putida		VIM-2	
DB08162	BE0003762	cAMP-dependent protein kinase inhibitor alpha	Human	P61925	PKIA	
DB08162	BE0003761	cAMP-dependent protein kinase catalytic subunit alpha	Human	P17612	PRKACA	Cytoplasm (By similarity). Nucleus (By similarity)
DB08162	BE0001016	Rho-associated protein kinase 1	Human	Q13464	ROCK1	Cytoplasm. Centrosome; centriole. Golgi apparatus; Golgi apparatus membrane; peripheral membrane pro
DB08162	BE0004191	Rho-associated protein kinase 2	Human	O75116	ROCK2	Cytoplasm (By similarity). Cell membrane
DB08163	BE0000101	S-adenosylmethionine decarboxylase proenzyme	Human	P17707	AMD1	
DB08164	BE0000854	Dipeptidyl peptidase 4	Human	P27487	DPP4	Cell membrane; single-pass type II membrane protein. Processed form:Secreted protein. Note=Also exis
DB08165	BE0000322	Carbonic anhydrase 2	Human	P00918	CA2	Cytoplasm
DB08166	BE0001277	Serine/threonine-protein kinase pim-1	Human	P11309	PIM1	Isoform 2:Cytoplasm. Nucleus. Isoform 1:Cell membrane
DB08167	BE0000426	Acetylcholinesterase	Human	P22303	ACHE	Cytoplasmic
DB08167	BE0004193	Bacterial regulatory protein, TetR family	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025)	P22303	Cgl2612	Cytoplasmic
DB08168	BE0004194	Peptidyl-prolyl cis-trans isomerase A	Escherichia coli (strain K12)	P0AFL3	ppiA	Periplasm
DB08168	BE0001399	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	Human	P30405	PPIF	Mitochondrion; mitochondrial matrix
DB08168	BE0001608	Histone deacetylase 8	Human	Q9BY41	HDAC8	Nucleus. Note=Excluded from the nucleoli
DB08169	BE0000382	Dihydroorotate dehydrogenase (quinone), mitochondrial	Human	Q02127	DHODH	Mitochondrion; mitochondrial inner membrane
DB08170	BE0003690	Matrilysin	Human	P09237	MMP7	Secreted, extracellular space, extracellular matrix (Probable)
DB08171	BE0001723	3-oxoacyl-[acyl-carrier-protein] synthase 3	Mycobacterium tuberculosis	P0A574	fabH	Cytoplasm
